time,system_demand,demand_7da,temp
2023-02-20 05:00:00,22205.0,21460.34,53.01
2023-02-20 06:00:00,23347.0,22908.18,53.04
2023-02-20 07:00:00,23371.0,22939.96,52.79
2023-02-20 08:00:00,22713.0,22210.8,54.82
2023-02-20 09:00:00,21489.0,21238.74,59.7
2023-02-20 10:00:00,20544.0,20382.08,63.93
2023-02-20 11:00:00,19711.0,19661.59,67.44
2023-02-20 12:00:00,19396.0,19319.3,69.26
2023-02-20 13:00:00,19581.0,19379.03,69.71
2023-02-20 14:00:00,19756.0,19851.82,69.57
2023-02-20 15:00:00,20832.0,20651.05,68.36
2023-02-20 16:00:00,22589.0,22301.4,67.86
2023-02-20 17:00:00,24838.0,25027.65,65.77
2023-02-20 18:00:00,25736.0,26817.97,62.47
2023-02-20 19:00:00,25386.0,26466.47,60.4
2023-02-20 20:00:00,24747.0,25723.75,59.23
2023-02-20 21:00:00,23885.0,24825.35,59.29
2023-02-20 22:00:00,22555.0,23592.04,58.03
2023-02-20 23:00:00,21357.0,22384.15,59.27
2023-02-21 00:00:00,20930.0,21244.2,57.38
2023-02-21 01:00:00,20517.0,20631.41,56.16
2023-02-21 02:00:00,20227.0,20295.61,55.08
2023-02-21 03:00:00,20376.0,20283.54,53.85
2023-02-21 04:00:00,21037.0,20707.83,53.24
2023-02-21 05:00:00,22380.0,22170.46,52.52
2023-02-21 06:00:00,23979.0,24329.11,52.7
2023-02-21 07:00:00,24529.0,24652.6,52.54
2023-02-21 08:00:00,24136.0,23106.25,54.86
2023-02-21 09:00:00,22898.0,21306.81,59.45
2023-02-21 10:00:00,21629.0,19975.14,61.52
2023-02-21 11:00:00,21185.0,19043.7,63.25
2023-02-21 12:00:00,21714.0,18616.72,63.41
2023-02-21 13:00:00,21503.0,18804.92,63.1
2023-02-21 14:00:00,21411.0,19497.54,62.15
2023-02-21 15:00:00,22512.0,20616.38,60.57
2023-02-21 16:00:00,24360.0,22570.95,58.39
2023-02-21 17:00:00,26054.0,25142.46,56.66
2023-02-21 18:00:00,26888.0,26873.02,55.47
2023-02-21 19:00:00,26597.0,26475.12,54.81
2023-02-21 20:00:00,26014.0,25741.83,53.76
2023-02-21 21:00:00,25219.0,24812.34,52.29
2023-02-21 22:00:00,24018.0,23436.83,50.61
2023-02-21 23:00:00,22975.0,22200.99,49.71
2023-02-22 00:00:00,22258.0,21436.82,49.53
2023-02-22 01:00:00,21757.0,20870.3,48.54
2023-02-22 02:00:00,21444.0,20477.78,47.7
2023-02-22 03:00:00,21506.0,20352.49,46.63
2023-02-22 04:00:00,22178.0,20843.52,46.15
2023-02-22 05:00:00,23549.0,22271.02,45.48
2023-02-22 06:00:00,25291.0,24447.31,44.73
2023-02-22 07:00:00,25531.0,25333.56,44.78
2023-02-22 08:00:00,24475.0,24973.01,47.35
2023-02-22 09:00:00,22898.0,24140.67,49.91
2023-02-22 10:00:00,21984.0,23364.13,52.29
2023-02-22 11:00:00,21666.0,22762.81,53.53
2023-02-22 12:00:00,21588.0,22418.4,54.34
2023-02-22 13:00:00,21350.0,22351.7,54.5
2023-02-22 14:00:00,22274.0,22466.91,53.94
2023-02-22 15:00:00,23091.0,22968.82,53.22
2023-02-22 16:00:00,24894.0,23922.62,52.68
2023-02-22 17:00:00,27374.0,25608.91,51.26
2023-02-22 18:00:00,28723.0,27260.2,48.9
2023-02-22 19:00:00,28510.0,26884.49,48.18
2023-02-22 20:00:00,27882.0,26140.59,47.44
2023-02-22 21:00:00,26793.0,25370.36,47.16
2023-02-22 22:00:00,25367.0,23893.66,46.74
2023-02-22 23:00:00,24171.0,22622.94,46.15
2023-02-23 00:00:00,23530.0,22207.34,45.73
2023-02-23 01:00:00,23244.0,21608.36,45.9
2023-02-23 02:00:00,22621.0,21250.33,45.64
2023-02-23 03:00:00,22454.0,21236.51,45.28
2023-02-23 04:00:00,22819.0,21839.25,44.82
2023-02-23 05:00:00,24491.0,23345.01,44.49
2023-02-23 06:00:00,26518.0,25616.15,44.55
2023-02-23 07:00:00,27001.0,26583.57,43.92
2023-02-23 08:00:00,26713.0,26298.7,44.6
2023-02-23 09:00:00,26390.0,25676.21,45.88
2023-02-23 10:00:00,26274.0,24925.85,47.16
2023-02-23 11:00:00,25392.0,24321.01,46.42
2023-02-23 12:00:00,24320.0,23889.55,46.63
2023-02-23 13:00:00,23599.0,23642.77,50.02
2023-02-23 14:00:00,23484.0,23553.28,51.37
2023-02-23 15:00:00,23908.0,23762.82,51.75
2023-02-23 16:00:00,25512.0,24406.87,50.7
2023-02-23 17:00:00,27797.0,25957.34,49.03
2023-02-23 18:00:00,28843.0,27663.51,47.3
2023-02-23 19:00:00,28558.0,27407.43,46.04
2023-02-23 20:00:00,27866.0,26761.19,45.36
2023-02-23 21:00:00,26912.0,25916.75,45.1
2023-02-23 22:00:00,25565.0,24490.46,44.83
2023-02-23 23:00:00,24294.0,23150.68,44.76
2023-02-24 00:00:00,23142.0,22756.38,44.82
2023-02-24 01:00:00,22446.0,22075.36,44.71
2023-02-24 02:00:00,22119.0,21660.21,44.65
2023-02-24 03:00:00,22188.0,21603.21,45.23
2023-02-24 04:00:00,22597.0,21973.28,45.61
2023-02-24 05:00:00,24138.0,23443.84,46.94
2023-02-24 06:00:00,26025.0,25613.19,47.3
2023-02-24 07:00:00,26962.0,26703.66,47.84
2023-02-24 08:00:00,27324.0,26202.08,48.63
2023-02-24 09:00:00,27448.0,25277.72,49.42
2023-02-24 10:00:00,27822.0,24230.78,50.18
2023-02-24 11:00:00,27691.0,23440.32,50.43
2023-02-24 12:00:00,27456.0,22957.78,51.1
2023-02-24 13:00:00,26856.0,22805.07,51.26
2023-02-24 14:00:00,26407.0,22842.27,51.44
2023-02-24 15:00:00,26503.0,23412.32,51.69
2023-02-24 16:00:00,26807.0,24275.94,51.73
2023-02-24 17:00:00,27752.0,25900.74,51.75
2023-02-24 18:00:00,28280.0,27553.66,52.32
2023-02-24 19:00:00,27859.0,27236.98,52.88
2023-02-24 20:00:00,27153.0,26624.21,53.2
2023-02-24 21:00:00,25903.0,25859.67,53.33
2023-02-24 22:00:00,24792.0,24694.8,53.38
2023-02-24 23:00:00,23485.0,23513.73,53.42
2023-02-25 00:00:00,22637.0,23132.73,50.0
2023-02-25 01:00:00,22132.0,22400.19,48.07
2023-02-25 02:00:00,21737.0,21943.74,47.25
2023-02-25 03:00:00,21451.0,21747.78,46.76
2023-02-25 04:00:00,21570.0,21816.71,46.6
2023-02-25 05:00:00,22183.0,22572.69,46.27
2023-02-25 06:00:00,23123.0,23416.79,45.77
2023-02-25 07:00:00,24330.0,22980.18,45.48
2023-02-25 08:00:00,25569.0,21814.51,45.14
2023-02-25 09:00:00,26395.0,20073.04,45.05
2023-02-25 10:00:00,26291.0,18502.58,45.68
2023-02-25 11:00:00,25375.0,17398.21,46.92
2023-02-25 12:00:00,24602.0,16840.9,47.53
2023-02-25 13:00:00,24144.0,16979.8,46.45
2023-02-25 14:00:00,24304.0,17742.36,46.02
2023-02-25 15:00:00,24117.0,19197.39,44.67
2023-02-25 16:00:00,24428.0,21504.71,44.69
2023-02-25 17:00:00,26040.0,24176.99,44.08
2023-02-25 18:00:00,26993.0,26177.22,43.7
2023-02-25 19:00:00,26732.0,26015.76,43.09
2023-02-25 20:00:00,26234.0,25577.81,42.94
2023-02-25 21:00:00,25480.0,25160.83,43.09
2023-02-25 22:00:00,24245.0,24214.58,43.11
2023-02-25 23:00:00,23214.0,23133.96,42.82
2023-02-26 00:00:00,22669.0,22134.61,41.88
2023-02-26 01:00:00,21908.0,21463.1,41.04
2023-02-26 02:00:00,21412.0,21018.29,40.73
2023-02-26 03:00:00,21277.0,20871.37,40.06
2023-02-26 04:00:00,21299.0,20820.48,40.64
2023-02-26 05:00:00,21618.0,21284.29,39.78
2023-02-26 06:00:00,22109.0,21925.98,39.6
2023-02-26 07:00:00,22752.0,21618.66,40.53
2023-02-26 08:00:00,22249.0,20679.97,42.67
2023-02-26 09:00:00,21570.0,19569.16,46.22
2023-02-26 10:00:00,21258.0,18408.88,49.5
2023-02-26 11:00:00,21074.0,17596.66,51.64
2023-02-26 12:00:00,21190.0,17300.0,52.92
2023-02-26 13:00:00,21608.0,17491.14,53.2
2023-02-26 14:00:00,22384.0,18100.76,53.56
2023-02-26 15:00:00,23195.0,19391.46,53.47
2023-02-26 16:00:00,24364.0,21160.4,52.79
2023-02-26 17:00:00,25865.0,23786.57,51.84
2023-02-26 18:00:00,27001.0,25911.9,50.41
2023-02-26 19:00:00,26694.0,25801.12,48.67
2023-02-26 20:00:00,26126.0,25322.54,47.34
2023-02-26 21:00:00,25349.0,24602.52,47.14
2023-02-26 22:00:00,23924.0,23393.55,47.37
2023-02-26 23:00:00,22651.0,22244.37,47.37
2023-02-27 00:00:00,22096.0,21377.86,46.76
2023-02-27 01:00:00,21736.0,20849.11,46.31
2023-02-27 02:00:00,21432.0,20581.17,46.15
2023-02-27 03:00:00,21450.0,20649.65,45.7
2023-02-27 04:00:00,22168.0,21203.13,45.54
2023-02-27 05:00:00,23742.0,22821.55,45.63
2023-02-27 06:00:00,25792.0,25067.9,45.46
2023-02-27 07:00:00,27101.0,26283.39,45.86
2023-02-27 08:00:00,27377.0,26335.41,47.37
2023-02-27 09:00:00,27018.0,25752.48,49.06
2023-02-27 10:00:00,27253.0,25036.76,50.04
2023-02-27 11:00:00,27377.0,24482.43,50.0
2023-02-27 12:00:00,26625.0,24128.32,50.36
2023-02-27 13:00:00,25931.0,23943.33,50.45
2023-02-27 14:00:00,25452.0,23918.01,50.31
2023-02-27 15:00:00,25477.0,24403.36,50.99
2023-02-27 16:00:00,26356.0,25119.13,51.33
2023-02-27 17:00:00,28037.0,26519.87,51.48
2023-02-27 18:00:00,29045.0,28272.29,50.92
2023-02-27 19:00:00,28612.0,27965.5,50.23
2023-02-27 20:00:00,27862.0,27202.66,49.68
2023-02-27 21:00:00,26646.0,26252.12,48.97
2023-02-27 22:00:00,25044.0,24682.77,48.6
2023-02-27 23:00:00,23661.0,23229.45,48.6
2023-02-28 00:00:00,22919.0,22344.06,48.72
2023-02-28 01:00:00,22196.0,21728.52,48.81
2023-02-28 02:00:00,21766.0,21245.71,48.65
2023-02-28 03:00:00,21881.0,21148.69,48.09
2023-02-28 04:00:00,22430.0,21769.32,47.53
2023-02-28 05:00:00,23775.0,23305.92,46.22
2023-02-28 06:00:00,25713.0,25546.87,45.14
2023-02-28 07:00:00,26545.0,26491.97,45.03
2023-02-28 08:00:00,26448.0,26008.14,48.09
2023-02-28 09:00:00,25744.0,25166.79,50.97
2023-02-28 10:00:00,25240.0,24456.0,53.38
2023-02-28 11:00:00,24643.0,23819.53,54.75
2023-02-28 12:00:00,23790.0,23435.35,55.54
2023-02-28 13:00:00,23656.0,23392.76,56.64
2023-02-28 14:00:00,23827.0,23538.73,56.64
2023-02-28 15:00:00,24418.0,24138.67,56.84
2023-02-28 16:00:00,25783.0,24883.35,55.45
2023-02-28 17:00:00,27588.0,26501.09,53.62
2023-02-28 18:00:00,28510.0,28306.36,52.47
2023-02-28 19:00:00,28126.0,28027.86,51.98
2023-02-28 20:00:00,27361.0,27310.57,50.61
2023-02-28 21:00:00,26227.0,26369.45,49.73
2023-02-28 22:00:00,24686.0,24800.7,49.78
2023-02-28 23:00:00,23432.0,23357.01,50.18
2023-03-01 00:00:00,22590.0,22367.5,50.13
2023-03-01 01:00:00,22108.0,21701.14,50.29
2023-03-01 02:00:00,21814.0,21346.01,50.23
2023-03-01 03:00:00,21821.0,21323.73,49.93
2023-03-01 04:00:00,22331.0,21960.47,50.04
2023-03-01 05:00:00,23931.0,23529.12,49.39
2023-03-01 06:00:00,25974.0,25471.0,48.67
2023-03-01 07:00:00,26582.0,26240.99,48.15
2023-03-01 08:00:00,25838.0,25679.9,48.6
2023-03-01 09:00:00,24418.0,24609.71,49.14
2023-03-01 10:00:00,23319.0,23640.12,51.6
2023-03-01 11:00:00,22887.0,22930.8,52.52
2023-03-01 12:00:00,22287.0,22560.29,53.11
2023-03-01 13:00:00,21602.0,22466.43,52.32
2023-03-01 14:00:00,21774.0,22641.79,51.22
2023-03-01 15:00:00,22771.0,23300.24,51.64
2023-03-01 16:00:00,24550.0,24474.86,52.36
2023-03-01 17:00:00,27022.0,26285.52,51.85
2023-03-01 18:00:00,28650.0,28145.12,49.68
2023-03-01 19:00:00,28562.0,27923.79,48.52
2023-03-01 20:00:00,28004.0,27244.83,48.0
2023-03-01 21:00:00,27112.0,26424.15,47.8
2023-03-01 22:00:00,25658.0,24911.77,47.91
2023-03-01 23:00:00,24650.0,23518.68,48.13
2023-03-02 00:00:00,23772.0,22992.29,47.62
2023-03-02 01:00:00,23083.0,22352.23,47.17
2023-03-02 02:00:00,22625.0,21988.76,46.65
2023-03-02 03:00:00,22680.0,21986.79,46.0
2023-03-02 04:00:00,23463.0,22614.31,46.09
2023-03-02 05:00:00,25222.0,24156.08,45.77
2023-03-02 06:00:00,26890.0,26135.11,44.44
2023-03-02 07:00:00,26440.0,26129.97,43.95
2023-03-02 08:00:00,24645.0,24112.91,47.48
2023-03-02 09:00:00,22676.0,22195.76,52.29
2023-03-02 10:00:00,21318.0,20557.03,55.85
2023-03-02 11:00:00,20883.0,19398.21,58.71
2023-03-02 12:00:00,20633.0,18916.63,60.08
2023-03-02 13:00:00,20508.0,19106.78,61.16
2023-03-02 14:00:00,20356.0,19789.48,61.81
2023-03-02 15:00:00,21154.0,21114.35,61.56
2023-03-02 16:00:00,22734.0,23571.11,60.44
2023-03-02 17:00:00,25459.0,26128.75,58.35
2023-03-02 18:00:00,27189.0,28098.09,54.57
2023-03-02 19:00:00,27152.0,27992.93,51.94
2023-03-02 20:00:00,26721.0,27348.66,50.34
2023-03-02 21:00:00,25930.0,26541.77,49.14
2023-03-02 22:00:00,24496.0,25085.5,47.88
2023-03-02 23:00:00,23269.0,23725.5,47.32
2023-03-03 00:00:00,22617.0,22926.34,
2023-03-03 01:00:00,22223.0,22269.11,
2023-03-03 02:00:00,22015.0,21864.58,45.46
2023-03-03 03:00:00,22036.0,21833.78,45.07
2023-03-03 04:00:00,22441.0,22430.78,45.01
2023-03-03 05:00:00,24104.0,23934.76,44.82
2023-03-03 06:00:00,25851.0,25817.33,44.8
2023-03-03 07:00:00,26134.0,25955.95,45.27
2023-03-03 08:00:00,24715.0,24377.08,48.38
2023-03-03 09:00:00,22589.0,22717.97,52.65
2023-03-03 10:00:00,21014.0,21314.46,55.96
2023-03-03 11:00:00,19988.0,20288.37,58.3
2023-03-03 12:00:00,19176.0,19798.52,59.79
2023-03-03 13:00:00,19027.0,19854.69,61.47
2023-03-03 14:00:00,19778.0,20310.42,62.13
2023-03-03 15:00:00,20973.0,21480.9,61.83
2023-03-03 16:00:00,22592.0,23326.13,60.53
2023-03-03 17:00:00,24729.0,25495.32,58.28
2023-03-03 18:00:00,26184.0,27276.44,54.97
2023-03-03 19:00:00,26112.0,27042.27,52.74
2023-03-03 20:00:00,25629.0,26371.25,51.33
2023-03-03 21:00:00,25023.0,25822.73,50.43
2023-03-03 22:00:00,23971.0,24640.21,49.6
2023-03-03 23:00:00,22858.0,23415.86,48.92
2023-03-04 00:00:00,22198.0,22787.07,48.63
2023-03-04 01:00:00,21610.0,22116.33,48.16
2023-03-04 02:00:00,21320.0,21612.86,47.68
2023-03-04 03:00:00,21121.0,21394.54,47.08
2023-03-04 04:00:00,21312.0,21600.32,46.72
2023-03-04 05:00:00,21858.0,22264.46,46.8
2023-03-04 06:00:00,22434.0,22971.76,46.35
2023-03-04 07:00:00,22561.0,22790.74,46.53
2023-03-04 08:00:00,22944.0,22101.43,48.69
2023-03-04 09:00:00,22647.0,21143.48,51.87
2023-03-04 10:00:00,23421.0,20210.08,54.91
2023-03-04 11:00:00,23195.0,19504.58,56.68
2023-03-04 12:00:00,21735.0,19152.48,57.22
2023-03-04 13:00:00,20173.0,19063.09,57.87
2023-03-04 14:00:00,19250.0,19483.66,58.77
2023-03-04 15:00:00,19812.0,20539.21,58.28
2023-03-04 16:00:00,21676.0,22169.95,57.06
2023-03-04 17:00:00,24067.0,24236.4,55.09
2023-03-04 18:00:00,25626.0,26117.91,52.97
2023-03-04 19:00:00,25605.0,25951.83,51.82
2023-03-04 20:00:00,25101.0,25377.41,51.44
2023-03-04 21:00:00,24535.0,24820.26,51.67
2023-03-04 22:00:00,23703.0,23926.66,51.66
2023-03-04 23:00:00,22850.0,22929.84,50.99
2023-03-05 00:00:00,22182.0,21797.77,50.0
2023-03-05 01:00:00,21503.0,21149.32,49.62
2023-03-05 02:00:00,21129.0,20692.55,49.71
2023-03-05 03:00:00,20843.0,20520.18,49.39
2023-03-05 04:00:00,20711.0,20595.7,48.63
2023-03-05 05:00:00,21002.0,21004.77,47.53
2023-03-05 06:00:00,21369.0,21371.95,47.41
2023-03-05 07:00:00,21665.0,20715.49,48.24
2023-03-05 08:00:00,21235.0,19573.49,50.67
2023-03-05 09:00:00,21445.0,18409.27,52.14
2023-03-05 10:00:00,21397.0,17522.38,51.76
2023-03-05 11:00:00,20900.0,16933.41,53.22
2023-03-05 12:00:00,20422.0,16759.24,55.67
2023-03-05 13:00:00,19950.0,16859.11,56.52
2023-03-05 14:00:00,20064.0,17466.93,56.23
2023-03-05 15:00:00,20946.0,19128.37,56.23
2023-03-05 16:00:00,22011.0,21251.47,55.87
2023-03-05 17:00:00,24379.0,23612.48,55.15
2023-03-05 18:00:00,26030.0,25728.7,53.65
2023-03-05 19:00:00,26030.0,25757.06,52.38
2023-03-05 20:00:00,25598.0,25239.96,51.75
2023-03-05 21:00:00,24766.0,24671.18,51.94
2023-03-05 22:00:00,23458.0,23444.43,51.57
2023-03-05 23:00:00,22399.0,22273.78,51.35
2023-03-06 00:00:00,22270.0,21460.8,51.19
2023-03-06 01:00:00,22018.0,20960.17,50.76
2023-03-06 02:00:00,21316.0,20701.72,50.4
2023-03-06 03:00:00,21201.0,20806.33,49.6
2023-03-06 04:00:00,21975.0,21481.79,49.14
2023-03-06 05:00:00,23552.0,23026.48,48.49
2023-03-06 06:00:00,25146.0,24936.9,47.3
2023-03-06 07:00:00,25543.0,25470.05,47.07
2023-03-06 08:00:00,24742.0,24763.79,51.06
2023-03-06 09:00:00,24059.0,23766.04,54.66
2023-03-06 10:00:00,23387.0,22894.58,56.8
2023-03-06 11:00:00,22872.0,22330.99,57.85
2023-03-06 12:00:00,22001.0,22122.45,58.51
2023-03-06 13:00:00,21634.0,22101.45,58.73
2023-03-06 14:00:00,22001.0,22390.12,58.93
2023-03-06 15:00:00,22463.0,23206.03,58.6
2023-03-06 16:00:00,24332.0,24428.87,58.01
2023-03-06 17:00:00,26208.0,26278.91,56.39
2023-03-06 18:00:00,27653.0,28185.52,53.37
2023-03-06 19:00:00,27572.0,28067.13,52.14
2023-03-06 20:00:00,26963.0,27341.9,51.24
2023-03-06 21:00:00,26111.0,26421.33,50.18
2023-03-06 22:00:00,24636.0,24867.07,49.59
2023-03-06 23:00:00,23305.0,23441.14,48.9
2023-03-07 00:00:00,22440.0,22456.18,48.34
2023-03-07 01:00:00,22145.0,21794.11,47.12
2023-03-07 02:00:00,21778.0,21410.93,46.83
2023-03-07 03:00:00,21611.0,21375.64,46.49
2023-03-07 04:00:00,22203.0,22012.39,45.36
2023-03-07 05:00:00,23801.0,23522.09,44.85
2023-03-07 06:00:00,25504.0,25226.92,44.19
2023-03-07 07:00:00,25518.0,25409.96,45.19
2023-03-07 08:00:00,24047.0,24501.07,49.41
2023-03-07 09:00:00,22422.0,23314.06,54.0
2023-03-07 10:00:00,21902.0,22315.08,56.59
2023-03-07 11:00:00,21120.0,21737.85,58.75
2023-03-07 12:00:00,21079.0,21541.87,59.43
2023-03-07 13:00:00,20930.0,21596.83,60.13
2023-03-07 14:00:00,20891.0,21986.87,60.66
2023-03-07 15:00:00,21558.0,22900.02,60.6
2023-03-07 16:00:00,23321.0,24372.49,59.58
2023-03-07 17:00:00,25693.0,26219.94,57.79
2023-03-07 18:00:00,27301.0,28121.18,54.36
2023-03-07 19:00:00,27253.0,28008.34,52.32
2023-03-07 20:00:00,26801.0,27297.88,51.13
2023-03-07 21:00:00,25929.0,26263.05,49.87
2023-03-07 22:00:00,24415.0,24813.7,48.96
2023-03-07 23:00:00,23217.0,23408.58,48.06
2023-03-08 00:00:00,22648.0,22808.96,47.35
2023-03-08 01:00:00,22402.0,22131.47,46.69
2023-03-08 02:00:00,22117.0,21750.65,45.88
2023-03-08 03:00:00,21899.0,21757.97,45.5
2023-03-08 04:00:00,22535.0,22376.26,45.16
2023-03-08 05:00:00,24170.0,23811.51,44.83
2023-03-08 06:00:00,25826.0,25500.07,45.16
2023-03-08 07:00:00,26112.0,25421.23,45.86
2023-03-08 08:00:00,25315.0,24024.48,49.73
2023-03-08 09:00:00,23442.0,22478.56,53.44
2023-03-08 10:00:00,23001.0,21210.04,55.51
2023-03-08 11:00:00,21619.0,20432.36,57.0
2023-03-08 12:00:00,21092.0,20152.48,58.84
2023-03-08 13:00:00,21026.0,20296.27,59.83
2023-03-08 14:00:00,20700.0,20982.37,60.13
2023-03-08 15:00:00,21405.0,22198.23,60.17
2023-03-08 16:00:00,23059.0,24046.87,59.2
2023-03-08 17:00:00,25487.0,26407.17,57.24
2023-03-08 18:00:00,27292.0,28393.09,54.39
2023-03-08 19:00:00,27449.0,28279.96,52.81
2023-03-08 20:00:00,26937.0,27604.69,51.44
2023-03-08 21:00:00,26090.0,26635.35,50.88
2023-03-08 22:00:00,24808.0,25121.93,50.34
2023-03-08 23:00:00,23651.0,23710.98,49.98
2023-03-09 00:00:00,23135.0,22534.74,49.95
2023-03-09 01:00:00,22915.0,21885.19,49.59
2023-03-09 02:00:00,22850.0,21524.4,49.55
2023-03-09 03:00:00,22614.0,21497.3,48.72
2023-03-09 04:00:00,22968.0,22059.09,47.86
2023-03-09 05:00:00,24432.0,23443.02,47.55
2023-03-09 06:00:00,25955.0,25135.09,47.3
2023-03-09 07:00:00,25957.0,25533.7,48.54
2023-03-09 08:00:00,25114.0,24734.21,52.86
2023-03-09 09:00:00,24133.0,23766.79,56.89
2023-03-09 10:00:00,23934.0,22929.72,60.67
2023-03-09 11:00:00,23768.0,22310.13,63.19
2023-03-09 12:00:00,23945.0,21987.57,65.17
2023-03-09 13:00:00,24281.0,22011.22,65.89
2023-03-09 14:00:00,24456.0,22209.61,66.22
2023-03-09 15:00:00,25097.0,22973.92,66.27
2023-03-09 16:00:00,26047.0,24078.8,63.91
2023-03-09 17:00:00,27537.0,25922.37,61.7
2023-03-09 18:00:00,28216.0,27752.11,58.26
2023-03-09 19:00:00,27746.0,27586.99,56.59
2023-03-09 20:00:00,27077.0,26898.53,55.99
2023-03-09 21:00:00,26146.0,26080.96,55.6
2023-03-09 22:00:00,24701.0,24609.23,55.53
2023-03-09 23:00:00,23354.0,23156.54,55.63
2023-03-10 00:00:00,22754.0,21801.43,55.2
2023-03-10 01:00:00,22319.0,21138.02,55.13
2023-03-10 02:00:00,21721.0,20728.07,54.82
2023-03-10 03:00:00,21403.0,20664.77,54.45
2023-03-10 04:00:00,21504.0,21195.96,53.87
2023-03-10 05:00:00,22782.0,22577.73,52.5
2023-03-10 06:00:00,24468.0,24174.09,51.58
2023-03-10 07:00:00,25693.0,24492.59,51.13
2023-03-10 08:00:00,26140.0,23703.77,51.35
2023-03-10 09:00:00,26328.0,22756.09,51.75
2023-03-10 10:00:00,26611.0,22014.44,52.52
2023-03-10 11:00:00,26660.0,21541.25,53.31
2023-03-10 12:00:00,26032.0,21372.79,53.83
2023-03-10 13:00:00,25340.0,21452.72,54.3
2023-03-10 14:00:00,25210.0,21669.06,54.43
2023-03-10 15:00:00,25308.0,22251.31,54.46
2023-03-10 16:00:00,25651.0,23188.0,55.11
2023-03-10 17:00:00,26677.0,24801.65,55.35
2023-03-10 18:00:00,27236.0,26417.99,55.4
2023-03-10 19:00:00,26839.0,26094.63,55.72
2023-03-10 20:00:00,26177.0,25368.84,56.05
2023-03-10 21:00:00,25331.0,24665.03,56.12
2023-03-10 22:00:00,24093.0,23505.79,56.28
2023-03-10 23:00:00,23052.0,22359.68,56.3
2023-03-11 00:00:00,22317.0,21511.9,56.44
2023-03-11 01:00:00,21573.0,20772.4,56.48
2023-03-11 02:00:00,21087.0,20295.99,56.59
2023-03-11 03:00:00,20831.0,20108.06,56.62
2023-03-11 04:00:00,20896.0,20280.88,56.8
2023-03-11 05:00:00,21284.0,20831.25,56.86
2023-03-11 06:00:00,21705.0,21153.62,56.89
2023-03-11 07:00:00,22482.0,20439.77,57.09
2023-03-11 08:00:00,23266.0,19439.47,58.12
2023-03-11 09:00:00,23434.0,18303.6,58.98
2023-03-11 10:00:00,23774.0,17343.32,59.41
2023-03-11 11:00:00,23090.0,16706.41,59.86
2023-03-11 12:00:00,22747.0,16539.91,61.12
2023-03-11 13:00:00,22402.0,16700.27,61.75
2023-03-11 14:00:00,22118.0,17326.14,62.24
2023-03-11 15:00:00,22639.0,18563.35,62.31
2023-03-11 16:00:00,23403.0,20104.22,61.65
2023-03-11 17:00:00,24769.0,22444.09,60.93
2023-03-11 18:00:00,25821.0,24457.46,59.79
2023-03-11 19:00:00,25460.0,24358.38,59.07
2023-03-11 20:00:00,24906.0,23763.95,58.66
2023-03-11 21:00:00,24209.0,23190.16,58.37
2023-03-11 22:00:00,23297.0,22255.45,58.01
2023-03-11 23:00:00,22558.0,21346.25,57.85
2023-03-12 00:00:00,21835.0,20695.04,57.47
2023-03-12 01:00:00,21302.0,19943.06,57.06
2023-03-12 02:00:00,,,
2023-03-12 03:00:00,20920.0,19121.3,56.46
2023-03-12 04:00:00,21013.0,19001.7,55.85
2023-03-12 05:00:00,21092.0,19186.05,55.47
2023-03-12 06:00:00,21301.0,19802.14,55.02
2023-03-12 07:00:00,21761.0,20114.62,54.86
2023-03-12 08:00:00,22230.0,19395.66,54.81
2023-03-12 09:00:00,21785.0,18316.13,56.43
2023-03-12 10:00:00,21398.0,17296.42,58.24
2023-03-12 11:00:00,21491.0,16538.37,60.22
2023-03-12 12:00:00,21040.0,16134.96,62.58
2023-03-12 13:00:00,20639.0,16054.08,64.2
2023-03-12 14:00:00,20108.0,16197.28,65.08
2023-03-12 15:00:00,20253.0,17043.28,65.86
2023-03-12 16:00:00,21100.0,18338.54,65.14
2023-03-12 17:00:00,22672.0,20380.23,63.48
2023-03-12 18:00:00,24326.0,22318.08,60.94
2023-03-12 19:00:00,25500.0,24001.66,58.35
2023-03-12 20:00:00,25235.0,23906.55,57.04
2023-03-12 21:00:00,24542.0,23288.03,56.48
2023-03-12 22:00:00,23360.0,22197.94,55.98
2023-03-12 23:00:00,22440.0,21019.4,55.8
2023-03-13 00:00:00,21755.0,20211.31,55.65
2023-03-13 01:00:00,21349.0,19570.01,55.15
2023-03-13 02:00:00,21329.0,19201.4,54.99
2023-03-13 03:00:00,21270.0,19180.38,54.72
2023-03-13 04:00:00,21369.0,19634.22,54.73
2023-03-13 05:00:00,22571.0,20914.81,54.63
2023-03-13 06:00:00,24430.0,23114.35,54.64
2023-03-13 07:00:00,25705.0,24456.28,54.7
2023-03-13 08:00:00,25714.0,24266.44,54.7
2023-03-13 09:00:00,25473.0,23701.83,55.96
2023-03-13 10:00:00,24470.0,23087.25,58.05
2023-03-13 11:00:00,23311.0,22736.22,59.7
2023-03-13 12:00:00,22256.0,22584.04,62.6
2023-03-13 13:00:00,21376.0,22443.35,65.16
2023-03-13 14:00:00,21317.0,22160.87,66.61
2023-03-13 15:00:00,21801.0,22179.03,65.86
2023-03-13 16:00:00,22771.0,22567.99,65.3
2023-03-13 17:00:00,24273.0,23528.35,64.18
2023-03-13 18:00:00,26046.0,24657.42,61.65
